title,country,release_year,genre,description,Streaming Service
Ask Dr. Ruth,United States,2019,Documentaries,"Ask Dr. Ruth chronicles the incredible life of Dr. Ruth Westheimer, a Holocaust survivor who became America's most famous sex therapist. As her 90th birthday approaches, she revisits her painful past and career at the forefront of the sexual revolution.",hulu
The Lonely Man,United States,1957,"Action, Adventure, Drama",The past-and the future-close in on a reformed gunslinger. The Lonely Man belongs to that saddlebag full of Westerns about a gunslinger coming to terms with his infamous past and uncertain future.,hulu
Backtrace,United States,2018,"Action, Adventure, Horror","Twenty years after a botched robbery, three grifters kidnap an amnesia patient to jog his memory and find the long-lost money.",hulu
Ben Is Back,United States,2018,Drama,Holly (Julia Roberts) is swept into a race against time after her 19-year old son (Lucas Hedges) returns home for Christmas – and suddenly disappears.,hulu
The Clovehitch Killer,United States,2018,"Drama, Horror, Mystery",A picture-perfect family is shattered when the work of a serial killer hits too close to home. Dylan McDermott stars in this chilling portrait of all-American evil.,hulu
Welcome to Mercy,United States,2018,"Horror, Thriller",A young woman must fight against the unholy forces that possess her in this terrifying occult thriller.,hulu
Border,"Sweden, Denmark",2018,"International, Romance, Thriller",A customs officer who can smell fear develops an unusual attraction to a strange traveler while aiding a police investigation which will call into question her entire existence.,hulu
Don't Go,Ireland,2018,"Drama, Horror, Mystery",Between dreams and reality lies a terrifying hidden truth… A grieving father's nightmare holds the key to his daughter's death in this tantalizing psychological puzzle.,hulu
The Sisters Brothers,"France, Spain, Romania, Belgium, United States",2018,"Comedy, Crime, Drama","Based on Patrick Dewitt’s acclaimed novel, Eli and Charlie Sisters are hired to kill a prospector who has stolen from their boss. The story, a genre-hybrid with comedic elements, takes place in Oregon in 1851.",hulu
The Quake,Norway,2018,"Action, Adventure, Horror","From the people that brought you the hit thriller The Wave, this action spectacular forewarns a new catastrophic disaster when the city of Oslo is threatened by a devastating earthquake. Norwegian with English subtitles.",hulu
Pledge,United States,2018,"Horror, Thriller","Three friends pledge a fraternity that's deadly serious about its secret rituals, turning their rush into a race for survival.",hulu
Destroyer,United States,2018,"Crime, Drama, Thriller","Destroyer is a gritty, riveting and complex crime thriller starring Oscar-winner Nicole Kidman in a virtuoso performance as a hardened detective worn down by the rigors of her job and the aftermath of an undercover FBI sting gone horribly wrong.",hulu
I'm Just F*cking With You,United States,2019,"Horror, Thriller",A young man and his sister endure a night of increasingly frightening practical jokes while spending the night at a secluded motel.,hulu
Law of the Lawless,United States,1964,"Action, Adventure","In Kansas during the 1880's, Clem Rogers known as the ""hanging judge"" arrives to try the son of the town's most influential man for murder. He refuses a bribe and is framed for a set-up crime.",hulu
Chef Flynn,United States,2018,Documentaries,"Ten-year-old Flynn McGarry transforms his living room into a supper club using his classmates as line cooks. Achieving sudden fame, Flynn outgrows his bedroom kitchen and sets out to challenge the hierarchy of the culinary world.",hulu
Monsters and Men,United States,2018,"Black Stories, Crime, Drama","A bystander films the death of a black man at the hands of police, which sparks rising tensions in a New York neighborhood as some are moved to take a stand.",hulu
If Beale Street Could Talk,United States,2018,"Black Stories, Crime, Drama","Based on the novel by James Baldwin, ""If Beale Street Could Talk"" is a soulful drama about a young couple fighting for justice in the name of love and the promise of the American dream.",hulu
The Last Race,United States,2018,Documentaries,"The DNA of NASCAR, independent stock car racing is a dying art that’s still hanging on at an iconic Long Island track. Electrifying racing footage is intertwined with the story of a small town trying to retain its identity.",hulu
Assassination Nation,"United States, Canada",2018,"Action, Comedy, LGBTQ+","After a malicious data hack exposes the secrets of the perpetually American town of Salem, chaos descends and four girls must fight to survive, while coping with the hack themselves.",hulu
Divide and Conquer: The Story of Roger Ailes,United States,2018,"Documentaries, News","The rise and fall of Roger Ailes, controversial Fox News mogul and Republican king-maker. One of the most powerful and divisive figures in media, Ailes would go down in flames amid scandal, paranoia, and multiple sexual harassment allegations.",hulu
Tea With the Dames,United Kingdom,2018,Documentaries,"Spend a delightfully bawdy afternoon with 4 legends of British stage & cinema. Dames Maggie Smith, Judi Dench, Eileen Atkins, and Joan Plowright spill the tea on life, love, and art.",hulu
Shoplifters,Japan,2018,"Crime, Drama, International","On the margins of Tokyo, a dysfunctional band of outsiders is united by fierce loyalty and a penchant for petty theft. When the young son is arrested, secrets are exposed that upend their tenuous, below-the-radar existence.",hulu
Can I Steal You for a Second?,United States,2019,Reality,"Every season of ’The Bachelor’ packs in so much drama that it’s difficult for viewers to remember it all. Colton Underwood’s season has been no different. It's been a long, winding journey, from the first night at the Bachelor mansion all the way to the famous and iconic fence jump in Portugal. Joined by Juliet Litman (host of The Ringer’s ‘Bachelor Party’ Podcast) and Lauren Zima (ET Live), Ben Higgins ('The Bachelor') and Rachel Lindsay ('The Bachelorette') are here to explain every important moment of his season and to describe what it’s like to be the Bachelor, tell what the audience doesn’t get to see, and share what the experience of being on ’The Bachelor’ is truly like. Rachel and Ben provide insight that only alumni of the franchise can offer.",hulu
Digging for Fire,United States,2015,"Drama, Mystery",The discovery of a bone and a rusty old gun send a husband and wife on separate adventures over the course of a weekend.,hulu
The Guilty,Denmark,2018,"Crime, Drama, Horror","When a 911 dispatcher and former cop answers an emergency call from a kidnapped woman, he has to find a way to save her using just his phone and his wits in this pulse pounding, award-winning crime thriller. Danish, subtitled in English.",hulu
Three Identical Strangers,"United Kingdom, United States",2018,"Documentaries, Drama, History",Identical triplets become separated at birth and adopted by three different families.,hulu
The Panama Papers,United States,2018,Documentaries,"Director Alex Winter goes inside the biggest global corruption scandal in history that was uncovered by hundreds of journalists, working in secret and at enormous risk.",hulu
False Flag,Israel,2015,"Action, Adventure, Drama","Five Israeli citizens find themselves plunged into a gripping international espionage affair overnight. These ordinary people, going about their daily business, wake up one morning to discover that they are implicated in a ruthless kidnapping operation following the disappearance of the Iranian Defence Minister while on a secret visit to Moscow. News bulletins repeatedly flash their names and passport photos on screen, linking them to video footage from the kidnapping.",hulu
Dog Days,United States,2018,"Comedy, Romance","Dog Days is a hilarious and heartfelt comedy that follows the lives of multiple dog owners and their beloved fluffy pals around Los Angeles. When these human and canines’ paths start to intertwine, their lives begin changing in ways they never expected.",hulu
Pick of the Litter,United States,2018,Documentaries,Five spirited Labrador puppies embark on an incredible journey to become guide dogs for the blind. Which ones will have what it takes?,hulu
The Joe Louis Story,United States,1953,"Drama, History","As a teenager, African-American Joe Louis (Coley Wallace) gives up on the violin to try his hand at boxing. A few years later, he' s the 1934 Golden Gloves champion. He goes pro, trains with Chappie Blackburn (James Edwards), and enjoys an unprecedented string of victories. But Louis faces more than just tough opponents in the ring. Prejudice follows him throughout his career, and his bouts with Germany's Max Schmeling are fraught with racial tension on an international level.",hulu
Bad Reputation,United States,2018,"Documentaries, Music","The life and career of Joan Jett from her early years ripping it up onstage as the founder and backbone of hard-rock legends The Runaways, to her solo career and the enduring presence as a rock 'n' roll pioneer and mentor.",hulu
"Love, Gilda","Canada, United States",2018,Documentaries,"A joyous, moving celebration of the life of the first superstar of Saturday Night Live. Gilda Radner's jubilant spark is captured through private audiotapes, home movies and diaries in this salute to her indomitable spirit.",hulu
Cruise,United States,2018,"Drama, Romance","Set in the 1980s, a young Italian-American from the ""wrong side of the tracks"" falls for a Jewish girl from Long Island.",hulu
FYRE FRAUD,United States,2019,Documentaries,"FYRE FRAUD is a true-crime comedy exploring a failed music festival turned internet meme at the nexus of social media influence, late-stage capitalism, and morality in the post-truth era.",hulu
Kusama: Infinity,United States,2018,Documentaries,"The top-selling female artist in the world, Yayoi Kusama overcame impossible odds to bring her radical artistic vision to the world stage. People are experiencing her installation Infinity Mirrored Rooms, as she continues to create new work every day.",hulu
Support the Girls,United States,2018,"Black Stories, Comedy, Drama","Regina Hall (Girls Trip) stars as the hardworking manager of a ""sports bar with curves"" who runs the joint like a family, even as sketchy employees, bad customers and an even worse boss put her good nature to the test.",hulu
Curious George: A Very Monkey Christmas,United States,2009,"Comedy, Family, Kids",George and The Man in The Yellow Hat are having a merry time counting down to Christmas. But neither can decide what to give each other. Will they find the answers before Christmas morning?,hulu
Heathers,United States,1989,"Classics, Comedy, Drama","Westerburg High School's elite clique of popular girls is ""The Heathers,"" comprised of the powerful Heather Chandler, the green-with-envy Heather Duke, and the cowardly Heather McNamara. Rounding out the foursome is Veronica Sawyer (Winona Ryder), who is so fed up with the Heathers and the entire peer pressure cooker that she starts running with J.D. (Christian Slater), a mysterious - and possibly psychotic - motorcycle-riding newcomer. But what begins as their noble effort to rid Westerburg of its bad apples ends up taking a real toll. And their teen rebellion produces a serious and mounting body count. Shannen Doherty co-stars in this cruelly hilarious dark comedy, which became one of the biggest cult classics of the '80s.",hulu
A Crooked Somebody,United States,2017,"Drama, Thriller","Michael Vaughn, a phony psychic medium, is kidnapped by a guilt-ridden murderer who believes Michael can help him make peace with the spirit of his dead victim.",hulu
Eating Animals,"United Kingdom, India, Germany, China, United States",2017,Documentaries,What's on your plate? Natalie Portman and Jonathan Safran Foer present this eye-opening look at the food industry and an ethical future free of factory farming.,hulu
Far From the Tree,United States,2017,Documentaries,Discover the courage of compassion through the eyes of parents journeying towards acceptance of their unique children. Based on The New York Times bestseller.,hulu
"New Year, New You",United States,2018,Horror,"A group of old friends gather for a girls’ night on New Years Eve. But as they begin to rehash old memories, many of the gripes they’ve been harboring manifest in murderous ways.",hulu
The Devil's Doorway,"Ireland, United Kingdom",2018,Horror,"In 1960, two priests are sent to investigate a miracle in an Irish home for unwed mothers only to discover that one of the residents is possessed by the devil.",hulu
Christmas Perfection,United States,2018,"Drama, Romance",A woman magically wakes up in her perfect Christmas village in Ireland.,hulu
Hearts Beat Loud,United States,2018,"Comedy, Drama, Music","In Red Hook, Brooklyn, a father and daughter become an unlikely songwriting duo in the last summer before she leaves for college.",hulu
Damsel,United States,2018,"Action, Adventure, Comedy","Samuel Alabaster (Robert Pattinson), an affluent pioneer, ventures across the American Frontier to marry Penelope (Mia Wasikowska). As Samuel traverses the Wild West with a drunkard named Parson Henry (David Zellner), their once-simple journey grows treacherous.",hulu
The Snow Queen 3: Fire and Ice,Russia,2016,"Adventure, Comedy, Family","After heroically defeating both the Snow Queen and the Snow King, Gerda, a selfless adventurer, is struggling with the disappearance of her parents. In order to find them, Gerda and her friends go on a dangerous mission.",hulu
"Nico, 1988","Italy, Belgium",2017,"Drama, History, Music","Nico, 1988 is the story of an artist, a mother, and the woman behind the icon. Approaching 50, Nico's life and career are on the ropes, a far cry from her glamorous days as a Warhol superstar and celebrated vocalist for The Velvet Underground.",hulu
Pixi Saves Christmas,Spain,2018,"Family, Science Fiction","For centuries, the many Christmas Genies of the world have worked together to bring magic and happiness to children. This year, however, former genie Monopolish is determined to become The One and Only Christmas Genie and launches a vicious attack on the secret Genies’ Forum. All hope for the survival of Christmas rests with Pixi Post, a lowly elf, who must use all her wits and skills to thwart his evil plan and save the most magical time of year.",hulu
Feral,United States,2017,"Horror, Thriller",Six friends fight to survive a cannibal-zombie plague on a camping trip gone terrifyingly wrong. With Halloween's Scout Taylor-Compton and The Walking Dead's Lew Temple.,hulu
Sorry to Bother You,United States,2018,"Black Stories, Comedy, Science Fiction","In an alternate present-day version of Oakland, telemarketer Cassius Green discovers a magical key to professional success, propelling him into a macabre universe.",hulu
Cartel Land,United States,2015,Documentaries,"Filmmaker Matthew Heineman and Executive Producer Kathryn Bigelow (“The Hurt Locker”, “Zero Dark Thirty”) bring us this unprecedented look at two vigilante groups fighting the murderous drug cartels on both sides of the Mexican border.",hulu
Dust 2 Glory,United States,2017,Documentaries,"Filmmaker Dana Brown explores the SCORE Baja 1000, the world's toughest, point-to-point desert race.",hulu
Luis and the Aliens,"Germany, Luxembourg, Denmark, Belgium, China",2018,"Action, Adventure, Comedy","12-year-old Luis befriends a trio of awkward aliens who’ve gotten stuck on Earth after watching too much home-shopping network. With a neglectful father at home, Luis decides to escape with the aliens so he can avoid being sent away to a boarding school.",hulu
That Summer,"Sweden, Denmark, United States",2017,Documentaries,Welcome to GREY GARDENS...as you've never seen it before. Discover the long-lost film featuring Big and Little Edie before they were cultural icons. With Andy Warhol.,hulu
Under the Tree,"Iceland, Poland, Denmark, Germany, France",2017,"Comedy, International","After moving back home, a man gets sucked into a dispute between his parents and their neighbors over an old and beautiful tree. What starts as a typical spat unexpectedly and violently reaches a boiling point, soon spiraling out of control.",hulu
Flesh & Blood,United States,2018,"Horror, Thriller","On Thanksgiving, teenager Kimberly tries to move on from her mom’s unsolved murder to cure her agoraphobia. But under the care of her doting father, she starts to suspect that she is in danger and it’s always the ones you love who hurt you the most.",hulu
Johnny Reno,United States,1966,"Action, Adventure","One man stands alone against the fury of mob justice. Threats. Fists. Bullets. Fire. By one means or another, riled-up folks at Stone Junction are going to have their way.",hulu
Racer and the Jailbird,"Belgium, France, Netherlands",2017,"Crime, Drama, International",Loyalties are tested when a gangster and race car driver fall in love.,hulu
Let the Sunshine In,"France, Belgium",2017,"Comedy, Drama, International",Juliette Binoche and Gerard Depardieu star in this charming romantic comedy about a woman looking for love in all the wrong places.,hulu
Bad Roomies,United States,2015,Comedy,Two guys find a beautiful young woman to take the place of their missing roommate. Everything seems fine until a horrible mistake on drunken night leads all three on a downward spiral.,hulu
High Strung,"Romania, United States",2016,"Drama, Music","When a Midwest dancer and a street-wise British musician meet in New York, they immediately clash but there’s an undeniable attraction as well. The two must navigate their differences for a competition that will change their lives forever.",hulu
It Came from the Desert,"Finland, United Kingdom, Canada",2017,"Action, Comedy, Horror","A pulpy monster movie inspired by the cult classic 1980s video game ""It Came from the Desert,"" featuring rival motocross heroes and heroines, kegger parties in the desert, secret underground military bases...and of course giant ants!",hulu
The Escort,United States,2016,"Comedy, Drama, Romance","Desperate for a good story, a sex-addicted journalist throws himself into the world of high-class escorts when he starts following a Stanford-educated prostitute.",hulu
Total Wipeout,"United Kingdom, Argentina",2009,Reality,"Richard Hammond presents an extraordinary game show. Crashes, smashes and hilarious mud splashes are on the cards as twenty contestants take on one of television's largest and most extreme obstacle courses. They journey across the globe to the purpose-built Total Wipeout course in Argentina to put their strength, balance and bravery to the test in the hope of winning the £10,000 cash prize and being crowned this week's Total Wipeout champion. Assisting Richard from the sidelines as the contestants take on challenges like the Big Balls, the Sweeper and the awesome Wipeout Zone, is Amanda Byram.",hulu
Southbound,United States,2015,"Horror, Thriller","On a desolate stretch of desert highway, weary travelers – two men on the run from their past, a band on their way to the next gig, a man struggling to get home, a brother in search of his long-lost sister and a family on vacation – are forced to confront their worst fears and darkest secrets in these interwoven tales of terror and remorse on the open road...",hulu
Carved,Canada,2018,Horror,"A family obsessed with the jack-o-lantern Halloween tradition, carves off more than they expected with a pumpkin of unusual quality.",hulu
Lippy,United Kingdom,2018,"Drama, Horror","Two teenage friends caught shoplifting must face the wrath of an unforgiving security guard, who forces them into a strange underworld game.",hulu
The Gillymuck,United States,2018,Horror,A troop camping trip runs awry when a young girl encounters the cute and cuddly Gillymuck…and decides to bring the creature back to her campground.,hulu
The Hug,United States,2018,Horror,A children’s party at a pizza arcade turns nightmarish when the birthday boy heads backstage to seek out an animatronic panda who is off duty.,hulu
The Jackie Robinson Story,United States,1950,Family,"The life of Jackie Robinson from his college days to the military and then his becoming the first African-American professional baseball player in the modern era is covered in this feature. Robinson portrays himself in this feature that allows you insight into the psyche of Robinson, Branch Rickey and his fellow Brooklyn Dodgers teammates. This feature shows the pressure that was placed upon Robinson by the public and by some of his fellow players due to the racism that was common during that era.",hulu
The Rizzle,"United States, Australia",2018,Horror,"A young woman is drawn into a video on the internet of an old, ritualistic dance, and unwittingly unlocks a supernatural dillemma.",hulu
Urn,United Kingdom,2018,"Drama, Horror","A woman who angrily scatters her mother’s ashes into a lake, finds it’s not so easy to throw away the past.",hulu
10.0 Earthquake,United States,2014,"Action, Adventure","Los Angeles is about to be hit by a devastating earthquake, and time is running out to save the city from imminent danger.",hulu
Zapped,"Canada, United States",2014,"Adventure, Black Stories, Comedy","Zoey, a skilled dancer and straight-A student, is having a hard time adjusting after her mom remarries. Now she lives with 3 messy & rambunctious step-brothers, a loud step-dad and an unruly dog. The boys at school seem even worse, particularly the misfits on the JV dance squad. Nothing is going right until she discovers the dog training app on her smartphone can now control boys. Zoey uses her power to command boys to behave better, but is an app really the answer to fixing her life?",hulu
Flower,United States,2017,"Comedy, Drama","A rebellious, quick-witted teenage girl (Zoey Deutch) living with her single mom (Kathryn Hahn) conspires with her troubled stepbrother to expose a high school teacher's (Adam Scott) dark secret.",hulu
Crime + Punishment,United States,2018,"Black Stories, Documentaries",This film chronicles the real struggles of a group of whistleblower cops in NYC as they fight back against the illegal arrest quotas they’re pressured to abide by.,hulu
Minding the Gap,United States,2018,Documentaries,Filmmaker Bing Liu searches for correlations between his skateboarder friends' turbulent upbringings and the complexities of modern-day masculinity.,hulu
A Ciambra,"Italy, Brazil, Germany, France, Sweden, United States",2017,Drama,A teenage boy must grow up fast to survive life on the margins of Southern Italy in this bracing work of raw realism from executive producer Martin Scorsese.,hulu
Borg vs McEnroe,"Sweden, Denmark, Finland",2017,"Drama, International, Sports","It's the summer of 1980, and Björn Borg is the top tennis player in the world, dominating the sport both on and off the court. A powerful and rigorously disciplined player, there is only one obstacle in his pursuit of a record-breaking fifth Wimbledon championship: the highly talented but ferociously abrasive young American John McEnroe. With three days until the tournament begins, Borg trains religiously in his lavish Monaco home, aided by his coach and mentor Lennart and girlfriend Mariana.",hulu
Ballet Now,United States,2018,"Documentaries, Lifestyle & Culture","Featuring New York City Ballet’s Prima Ballerina Tiler Peck - the first ever woman to be asked to curate The Music Center’s famed BalletNOW program - and a diverse cast of world-class dancers from around the globe, the film follows Tiler as she tries to execute her groundbreaking vision of mashing together the worlds of tap, hip-hop, ballet and even clown artistry. With less than a week to pull it all off, Tiler faces the mounting pressures of not only dancing in multiple pieces but also producing and directing this high profile event. The success of the performances rests squarely on her shoulders. Will she pull it off?",hulu
Curious George 3: Back to the Jungle,United States,2015,"Action, Adventure, Comedy","Launch into the adventure of a lifetime with everyone's favorite monkey in this all-new movie, Curious George 3: Back to the Jungle! When Curious George is asked to take part in a very important space mission, a little monkeying around forces him to crash-land in Africa. While a worried Man with the Yellow Hat searches for him, Curious George bravely explores the jungle and makes new animal friends along the way. Reunited at last, the two best pals have an unforgettable adventure shared with their new friends! Featuring the voice talents of John Goodman and Angela Bassett, with music by the Plain White T's, join Curious George on his fun-filled journey that the whole family will enjoy!",hulu
Breakup at a Wedding,United States,2013,"Comedy, Romance","A videographer captures an engaged couple's decision to proceed with a sham wedding after the bride calls off the ceremony and decides to break up with her partner, who secretly hopes that his surprise gift will ultimately change her mind.",hulu
"I, Tonya","United States, United Kingdom, Australia, Canada",2017,"Comedy, Drama","Based on the unbelievable but true events, I, Tonya is a dark comedic tale of American figure skater, Tonya Harding, and one of the most sensational scandals in sports history.",hulu
Half Magic,United States,2018,"Comedy, Romance","Three women use their newly formed sisterhood to fight against sexism, bad relationships and low self-esteem. Through embracing their wild adventures, they learn the secret to ultimate fulfillment.",hulu
Neat: The Story of Bourbon,United States,2018,Documentaries,"""Neat"" dives into the rich and storied world of bourbon. Exploring its colorful history, charismatic characters, and uniquely American process, the film is a celebration of the artistry that makes America’s only native spirit.",hulu
The Hangman,United States,1959,"Action, Adventure",A marshal goes after a man wanted for murder but finds himself pitted against an entire Western town.,hulu
Tiny Shoulders: Rethinking Barbie,United States,2018,Documentaries,"In her 59 years, Barbie has become a fashion icon, a lightning rod, and a target for feminists. Tiny Shoulders: Rethinking Barbie, featuring newly discovered footage and unprecedented access to the inner workings of a toy giant during Barbie’s biggest reinvention, surveys 60 years of women in popular culture through the lens of this 11.5 inch, Zelig-like plastic icon. Featuring interviews with Gloria Steinem, Roxane Gay, Peggy Orenstein, Mattel insiders and cultural historians, the documentary reveals, through both funny and crushing archival material, and fly-on-the-wall observations of Barbie’s current architects, the progression and regression in women’s fight for equality.",hulu
Tragedy Girls,United States,2017,"Comedy, Horror, Thriller","Two high school besties become local heroes for reporting on a series of local murders in their small town. They happen to be the ones committing the murders, but like, whatever. Will they get caught? Will their social media accounts get verified?",hulu
Thelma,"Norway, France, Denmark, Sweden",2017,"Drama, Horror, Thriller","A shy young student leaves her small town and religious family to study at a university in Oslo, but once on campus she experiences what appears to be a violent, unexpected seizure. Overwhelmed by the increasing intensity of the mystifying episodes and her powerful feelings for a beautiful classmate, Thelma struggles to control her supernatural abilities....",hulu
The Messenger,United States,2009,"Drama, Romance","Will, an Iraq War veteran, struggles with his new post at the Casualty Notification Office. Under mentorship of fellow officer, Tony, the two men form a bond that will ultimately help them to readjust to ""normal"" life.",hulu
Hello I Must Be Going,United States,2012,"Comedy, Drama",A divorcee (Melanie Lynskey) moves back in with her parents and begins a clandestine affair with a 19-year-old suitor (Christopher Abbott).,hulu
Monogamy,United States,2010,"Drama, Romance","Brooklyn photographer Theo - miserable shooting weddings for a living - starts up a cool new business, taking surveillance-style photos of clients. But when an alluring female hires his services, the shutterbug falls into a world of lust and jealousy.",hulu
Overdrive,"France, Belgium, United States",2017,"Action, Adventure, Drama","Scott Eastwood stars in this action-adventure from the writers of 2 Fast 2 Furious and the director of Taken. When two legendary car thieves are caught stealing from a mafia boss, they are given a week to nab a vintage Ferrari, or risk losing everything.",hulu
Black Spurs,United States,1965,"Action, Adventure","To turn a profit, cowboy turned bounty-hunter plots to ruin a Western town with gambling, loose women and renegades.",hulu
Animaniacs: Wakko’s Wish,United States,1999,"Action, Adventure, Kids","Wakko picks the only magical falling star capable of granting his wish, but the entire Animaniac clan must battle its way across a vast snowy country and outrace the evil King Salazar to reach the star and get his wish.",hulu
Tiny Toon Adventures: How I Spent My Vacation,United States,1992,Kids,"School's out for summer, and hilarious times are ahead for the wild and wacky bunch in their anxiously awaited vacations. But who will create the most havoc? The only way to see who causes the most madness and mayhem is to watch!",hulu
Tiny Toon Adventures: Night Ghoulery,"United States, Japan",1995,"Action, Adventure, Kids","A framework that's more than slightly similar to Rod Serling's ""Night Gallery"" and several other tales of horror and hilarity with a typical Tiny Toons twist.",hulu
Tiny Toons Spring Break Special,United States,1994,Kids,"Sun, sand and a wacky time are had by all when the Tiny Toons gang travels to Ft. Lauderdale, Florida, for a Tiny Toons' Spring Break. Elmyra believes that Buster is the Easter Bunny, Plucky's plans go awry, and the Tiny Toons meet Hamton's grandparents.",hulu
Legion of Brothers,United States,2017,Documentaries,"Immediately after the 9/11 attacks, less than 100 US Troops were sent on a secret mission to overthrow the Taliban. What happens next is equal parts war origin story & cautionary tale, illuminating the impact of 15 years of constant combat.",hulu
Below the Surface,Denmark,2017,"Drama, International, Thriller",15 innocent people are held hostage underground in a subway train.,hulu
Midnight Sun,"Sweden, France",2016,"Crime, Drama, Thriller","The brutal murder of a French citizen sees French homicide investigator Kahina Zadi (Leïla Bekhti) go to Kiruna, Sweden. Together with Rutger Burlin (Peter Stormare) she begins an investigation that soon takes on staggering proportions.",hulu
Obey Giant,United States,2017,Documentaries,"A documentary that profiles the life and work of artist Shepard Fairey, following his roots in punk rock and skateboarding to his creation of the iconic Obama HOPE poster and the controversy that surrounds it.",hulu
Too Funny to Fail: The Life & Death of The Dana Carvey Show,United States,2017,"Comedy, Documentaries","Why did ""The Dana Carvey Show,"" with a writer’s room and cast including then unknowns Steve Carell, Stephen Colbert, Robert Smigel, and more, flop so spectacularly? ""Too Funny to Fail"" tells the true story of genius misfits who set out to make comedy history.",hulu
(Sub) Fafner: Heaven and Earth,Japan,2010,"Action, Adventure, Anime","A hiveminded alien force reengages war with Tatsumiya Island years after Kazuki led a team of mech pilots to destroy them. In an explosive battle over the fate of humankind, the young warriors risk everything to save their only home from assimilation.",hulu
(Sub) Fairy Tail the Movie: Phoenix Priestess,Japan,2012,"Anime, Drama","Natsu and his mighty team of mages face evil rising from the embers in this action-packed feature-length exclusive! When a prince seeking immortality unleashes an ancient force, a raging war becomes the fiercest inferno the wizards have ever faced!",hulu
(Sub) Trigun: Badlands Rumble,Japan,2010,"Action, Adventure, Anime","Twenty years ago, Vash the Stampede allowed an infamous outlaw named Gasback to escape final justice. Now, on the streets of Macca City, Vash is about to learn a hard truth about consequences - and he might end up paying for the lesson with his life.",hulu
Bad Company,United States,1972,"Adventure, Drama",Adventurous tale of two young drifters who wildly rob their way West during the Civil War.,hulu
Hannie Caulder,United Kingdom,1971,"Action, Adventure, Drama",A woman begins a lonely search for the bank robbers who murdered her husband.,hulu
A Man Alone,United States,1955,"Action, Adventure, Classics","Framed for a robbery, a gunman hides out in the home of the local sheriff and gradually wins his trust and respect. Now they must face the vengeful townspeople in a bloody war.",hulu
Johnny Guitar,United States,1954,"Action, Adventure, Drama","Gambling house operator Vienna seeks control of a town as archrival Emma Small sets out to force Vienna out of town. The timely arrival of Johnny Guitar thwarts Emma's plans, but doesn't prevent a showdown between the women.",hulu
Tall Stranger,United States,1957,"Action, Adventure, Classics","In the post-Civil War Colorado Territory, a rancher rescued from death by a wagon-train demonstrates his gratitude by guiding the train to the newly-opened land. He also finds the rustlers who shot him, as well as true love.",hulu
The Eagle and the Hawk,United States,1950,"Action, Adventure",In 1863 two U.S. law enforcers discover a plot to overthrow Mexico's ruler and invade Texas. Lots of action and fabulous cinematography by James Wong Howe.,hulu
The Furies,United States,1950,"Action, Adventure, Classics",Western depicting the clash between a self-made cattle king of the Old West and his equally iron-willed daughter. Based on Niven Busch's novel.,hulu
Dumb: The Story of Big Brother Magazine,United States,2017,Documentaries,"The history of the boundary-pushing, taboo-breaking, crassly-humorous Big Brother magazine, that spawned MTV's ""Jackass"" and a generation of skaters.",hulu
Bullwhip,United States,1958,"Action, Adventure",An innocent man can escape hanging only by marrying a hot-tempered half-breed who brandishes a whip.,hulu
Becoming Bond,United States,2017,Documentaries,"A Hulu Original Documentary chronicling the bizarre true story of George Lazenby, an Australian car mechanic, who managed to land the role of James Bond despite never acting a day in his life.",hulu
Batman & Bill,United States,2017,Documentaries,"For years, Bob Kane has been credited as Batman's creator. As time passed, rumors swirled that the Caped Crusader had another father. Who was this man? Batman & Bill tells the story of the uncredited creator of Batman, and a crusade to bring him justice.",hulu
Pony Express,United States,1953,"Action, Adventure, Classics","In 1860, Buffalo Bill Cody and Wild Bill Hickok are sent to establish a Pony Express service across California.",hulu
(Sub) Akira,Japan,1988,"Action, Adult Animation, Anime",Clandestine army activities threaten the war torn city of Neo-Tokyo when a mysterious child with powerful psychic abilities escapes his prison and inadvertently draws a violent motorcycle gang into a heinous web of experimentation.,hulu
National Treasure,United Kingdom,2016,"Crime, Drama, International","Paul Finchley is one half of a popular comedy double-act with a successful career spanning several decades. However, his life is turned upside down when he is arrested after an accusation of rape in the 1990’s.",hulu
Children of the Corn,United States,1984,Horror,"A young couple (Linda Hamilton, Terminator 2, and Peter Horton, thirtysomething) find themselves stranded in the rural town of Gatlin, Neb., where they encounter a mysterious religious sect of children. But nowhere in town are there any adults. The horror grows to a blood-curdling climax as the two new visitors learn the horrifying secret behind the prospering corn fields. Based on the classic short story by Stephen King, CHILDREN OF THE CORN is a longtime horror favorite that has spawned six sequels and many imitations. See how it all started.",hulu
Hunt for the Wilderpeople,New Zealand,2016,"Adventure, Comedy, Drama","Raised on hip-hop and foster care, defiant city kid Ricky gets a fresh start in the New Zealand countryside. He quickly finds himself at home with his new foster family: the loving Aunt Bella, the cantankerous Uncle Hec, and dog Tupac. When a tragedy strikes that threatens to ship Ricky to another home, both he and Hec go on the run in the bush. As a national manhunt ensues, the newly branded outlaws must face their options: go out in a blaze of glory or overcome their differences and survive as a family. Equal parts road comedy and rousing adventure story, director Taika Waititi (WHAT WE DO IN THE SHADOWS, upcoming THOR: RAGNORAK) masterfully weaves lively humor with emotionally honest performances by Sam Neill and Julian Dennison....",hulu
